Date,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,city
2015-12-03,201504ED15575,372870.0,429550.0,-2.413006,53.761591,4,3,3,2,5,16:55,75,E10000017,1,65,3,70,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01025074,Hyndburn
2015-12-03,2015160D06911,507185.0,429471.0,-0.375987,53.750595,16,3,2,1,5,20:40,228,E06000010,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,E01012862,Hull
2015-12-03,2015350199615,546800.0,255310.0,0.145464,52.176521,35,3,2,1,5,20:00,390,E10000003,3,1134,1,30,1,2,3,1307,0,5,4,4,1,0,0,1,2,E01017993,Cambridge
2015-12-03,2015350199715,510270.0,293130.0,-0.376093,52.524896,35,2,2,1,5,08:47,393,E10000003,3,605,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01018128,Huntingdonshire
2015-12-03,201550GT3K011,178521.0,40713.0,-5.106424,50.224852,50,2,1,1,5,09:25,596,E06000052,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01018817,
2015-12-03,201554A918915,416344.0,186734.0,-1.765531,51.579234,54,3,2,1,5,17:40,633,E06000030,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,E01015509,
2015-12-03,201514A192115,458370.0,402622.0,-1.121172,53.517041,14,3,2,1,5,18:55,211,E08000017,3,18,3,40,3,4,6,0,0,4,4,2,2,0,0,1,1,E01007643,Doncaster
2015-12-03,2015030003004,345640.0,495150.0,-2.837796,54.348978,3,3,1,1,5,10:00,65,E10000006,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01019387,South Lakeland
2015-12-03,2015220063628,351067.0,328093.0,-2.728021,52.848103,22,2,1,1,5,17:58,286,E06000051,4,5476,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01028890,
2015-12-03,201501RG40697,541370.0,175100.0,0.033399,51.457233,1,3,2,1,5,23:45,6,E09000011,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01033726,London
2015-12-03,2015030003079,299420.0,528230.0,-3.559914,54.639126,3,3,2,1,5,16:30,60,E10000006,3,597,6,30,9,4,6,0,0,0,4,2,2,0,0,1,1,E01019120,Allerdale
2015-12-03,201554B003015,414915.0,183736.0,-1.78628,51.552318,54,3,2,2,5,11:30,633,E06000030,3,4289,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01015497,
2015-12-03,2015360096057,563695.0,311085.0,0.419608,52.672749,36,3,2,2,5,19:18,407,E10000020,3,10,6,60,6,4,5,54,0,0,6,2,2,0,0,2,1,E01026643,King's Lynn and West Norfolk
2015-12-03,201504ED15641,365980.0,429410.0,-2.517499,53.759927,4,3,2,1,5,19:00,70,E06000008,3,677,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01012584,
2015-12-03,2015360096155,614341.0,322491.0,1.174991,52.757486,36,3,2,1,5,07:30,401,E10000020,5,264,6,30,6,4,5,278,0,0,7,1,2,0,0,2,2,E01026523,Broadland
2015-12-03,201511SC24195,408002.0,513734.0,-1.877897,54.518841,11,3,2,1,5,16:30,169,E06000047,3,66,3,70,3,4,5,165,0,0,1,2,2,0,0,2,1,E01020863,
2015-12-03,201511SC25155,412495.0,524223.0,-1.808049,54.613013,11,3,3,2,5,20:40,169,E06000047,5,42,6,30,3,4,6,0,0,0,4,2,2,0,0,2,1,E01020856,
2015-12-03,201504ED15581,373670.0,429690.0,-2.400883,53.762891,4,3,1,1,5,20:00,75,E10000017,1,65,3,70,0,-1,-1,0,0,0,4,5,2,0,0,2,1,E01025071,Hyndburn
2015-12-03,201504SC15329,358210.0,417380.0,-2.63372,53.65124,4,3,2,2,5,16:11,73,E10000017,6,0,6,20,6,4,6,0,0,0,4,5,2,0,0,1,1,E01024936,Chorley
2015-12-03,201501QA19023,518810.0,188810.0,-0.286527,51.58563,1,3,3,2,5,07:50,28,E09000005,3,4006,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002165,London
2015-12-03,201550AP2M035,152290.0,32471.0,-5.468129,50.140458,50,3,2,1,5,15:19,596,E06000052,6,0,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01018987,
2015-12-03,2015440419478,482199.0,152382.0,-0.823251,51.264678,44,3,2,1,5,08:58,494,E10000014,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01022850,Hart
2015-12-03,2015420034533,558254.0,179951.0,0.278392,51.496353,42,3,2,1,5,13:45,462,E06000034,3,13,3,70,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01016012,
2015-12-03,2015170L42025,462305.0,520964.0,-1.037575,54.580052,17,3,2,1,5,14:45,241,E06000003,6,0,6,20,3,4,6,0,0,0,1,2,2,0,0,2,2,E01012140,
2015-12-03,2015170L41875,463196.0,522290.0,-1.023508,54.591857,17,3,2,1,5,17:50,241,E06000003,5,104,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01012154,
2015-12-03,201543R067125,495329.0,182561.0,-0.627019,51.533916,43,3,1,1,5,16:43,473,E06000039,6,7301,6,30,6,4,6,7301,0,0,4,1,1,0,0,1,1,E01016452,
2015-12-03,2015440420813,441842.0,111895.0,-1.406302,50.905018,44,3,2,1,5,21:11,500,E06000045,6,0,6,30,2,4,6,0,0,0,7,1,1,0,0,1,2,E01017140,Southampton
2015-12-03,2015230038294,434175.0,285274.0,-1.498409,52.464345,23,3,2,1,5,20:00,291,E10000031,1,6,9,70,0,-1,-1,0,0,0,6,5,2,0,0,2,2,E01032588,Nuneaton and Bedworth
2015-12-03,201501VW40565,529070.0,167760.0,-0.146206,51.394205,1,3,2,1,5,06:30,22,E09000024,3,236,6,30,6,2,4,272,0,0,4,1,1,0,0,1,1,E01003375,London
2015-12-03,2015440419652,465458.0,104673.0,-1.071769,50.837893,44,2,2,1,5,09:30,498,E06000044,3,27,1,30,1,4,3,397,0,0,1,1,1,0,0,2,1,E01017054,Portsmouth
2015-12-03,201504EF15372,386820.0,422890.0,-2.201119,53.702274,4,3,1,1,5,18:00,82,E10000017,6,0,6,30,3,4,6,0,0,1,4,5,2,0,0,1,1,E01025369,Rossendale
2015-12-03,2015170L21935,454970.0,517938.0,-1.151607,54.55371,17,3,1,1,5,17:30,241,E06000003,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01012112,
2015-12-03,201543S072125,489699.0,235296.0,-0.694561,52.008859,43,3,2,5,5,16:45,479,E06000042,5,9009,6,60,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01016827,
2015-12-03,2015200035645,403193.0,301933.0,-1.954275,52.615161,20,2,2,1,5,17:15,307,E08000030,3,461,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,E01010321,
2015-12-03,2015200035643,401710.0,285879.0,-1.976255,52.470844,20,3,1,1,5,19:40,305,E08000028,6,0,6,30,6,4,6,0,0,0,4,5,2,0,0,1,2,E01009925,Sandwell
2015-12-03,2015200035602,403893.0,287563.0,-1.9441,52.485972,20,3,2,1,5,15:40,300,E08000025,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01009152,Birmingham
2015-12-03,201504EF15364,383070.0,430580.0,-2.258345,53.771282,4,3,1,1,5,19:20,72,E10000017,3,682,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,E01024874,Burnley
2015-12-03,2015120214202,458694.0,449601.0,-1.10739,53.939205,12,2,2,2,5,12:45,189,E06000014,3,1036,6,30,3,4,6,5510,0,5,1,1,2,0,0,1,1,E01013357,York
2015-12-03,201504EF15363,383320.0,431940.0,-2.254626,53.783514,4,3,2,1,5,17:49,72,E10000017,4,6239,6,20,3,4,6,0,0,0,4,2,2,0,0,1,1,E01024910,Burnley
2015-12-03,201504WD15226,332840.0,441180.0,-3.022676,53.862474,4,2,2,1,5,16:35,85,E10000017,6,0,6,30,9,4,5,271,0,8,4,5,2,0,0,1,1,E01025602,
2015-12-03,2015120214076,447423.0,507162.0,-1.27001,54.457637,12,3,1,2,5,08:50,181,E10000023,5,1,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01027618,Hambleton
2015-12-03,201543P070125,450494.0,208920.0,-1.269533,51.776679,43,3,1,1,5,18:16,482,E10000025,3,4144,6,30,0,-1,-1,0,0,0,4,5,2,0,0,2,1,E01028592,Oxford
2015-12-03,2015440419849,441157.0,105986.0,-1.416707,50.851934,44,3,2,1,5,12:00,496,E10000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01023005,New Forest
2015-12-03,2015220034467,356831.0,236282.0,-2.630544,52.023265,22,2,2,1,5,13:00,285,E06000019,4,4224,6,60,9,4,6,0,0,0,1,1,2,0,0,2,1,E01013990,
2015-12-03,201550KU2F002,304975.0,114285.0,-3.353258,50.920173,50,2,3,2,5,06:50,586,E10000008,1,5,3,70,5,4,6,0,0,0,6,1,1,0,3,2,1,E01020045,Mid Devon
2015-12-03,2015300016985,447390.0,340910.0,-1.295909,52.963469,30,3,2,1,5,16:20,324,E10000007,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01019688,Erewash
2015-12-03,2015405DA1050,506473.0,219828.0,-0.455048,51.86688,40,2,3,2,5,16:05,424,E06000056,5,219,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01017562,
2015-12-03,2015230039227,420801.0,254887.0,-1.697125,52.191835,23,3,1,1,5,17:46,293,E10000031,4,4086,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,2,E01031225,Stratford-on-Avon
2015-12-03,2015200035743,408989.0,285594.0,-1.869109,52.468212,20,3,3,2,5,10:10,300,E08000025,6,0,3,40,0,-1,-1,0,0,0,1,1,1,4,2,1,1,E01009363,Birmingham
2015-12-03,2015405DA1046,499211.0,241883.0,-0.554115,52.066445,40,3,3,3,5,18:34,424,E06000056,3,421,3,70,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01017417,
2015-12-03,2015440420306,440062.0,103197.0,-1.432565,50.826931,44,3,2,1,5,16:51,496,E10000014,4,3054,6,60,0,-1,-1,0,0,0,7,1,1,0,0,2,2,E01022999,New Forest
2015-12-03,2015440419828,464466.0,99327.0,-1.086792,50.789936,44,2,2,1,5,09:45,498,E06000044,4,2154,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01017125,Portsmouth
2015-12-03,201501WW51042,528690.0,173160.0,-0.149707,51.442821,1,3,1,1,5,22:38,10,E09000032,4,242,6,30,3,2,5,0,0,5,4,2,2,0,0,1,1,E01004474,London
2015-12-03,2015200035711,394286.0,296846.0,-2.085737,52.569407,20,3,2,4,5,17:35,309,E08000031,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010420,Wolverhampton
2015-12-03,2015200035700,401166.0,299040.0,-1.984222,52.589161,20,3,2,1,5,09:00,307,E08000030,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010368,
2015-12-03,201501XH30856,507500.0,178820.0,-0.452752,51.498108,1,3,2,1,5,16:52,26,E09000017,3,408,3,50,1,2,5,0,0,0,4,1,2,0,0,1,1,E01002486,London
2015-12-03,201501XH30855,507410.0,182680.0,-0.452873,51.532819,1,3,3,2,5,14:51,26,E09000017,3,4020,3,40,9,2,3,437,0,5,1,1,1,0,0,1,1,E01002511,London
2015-12-03,2015440419940,484900.0,155376.0,-0.783838,51.291198,44,3,3,2,5,12:27,499,E10000014,3,327,1,30,1,4,6,0,0,8,1,1,1,0,0,1,1,E01023092,Rushmoor
2015-12-03,201550FT2I045,291212.0,65936.0,-3.53473,50.483109,50,3,2,1,5,19:50,587,E06000027,4,3199,1,30,2,4,6,0,0,0,4,2,2,0,0,1,1,E01015257,
2015-12-03,2015405DA1044,494787.0,233432.0,-0.62097,51.991261,40,3,2,1,5,15:44,424,E06000056,3,4012,6,30,3,4,3,4012,0,0,1,1,1,0,0,2,1,E01017451,
2015-12-03,201501XH30854,505400.0,182280.0,-0.48196,51.529603,1,3,1,1,5,17:00,26,E09000017,3,408,6,30,3,2,4,470,0,5,4,1,1,0,0,1,1,E01033724,London
2015-12-03,2015300016984,440530.0,373680.0,-1.393907,53.258583,30,3,2,1,5,19:35,322,E10000007,5,185,6,30,6,4,6,0,0,0,4,5,2,0,0,1,1,E01019531,Chesterfield
2015-12-03,2015521509245,360265.0,175672.0,-2.573554,51.478601,52,3,4,1,5,08:59,601,E06000023,4,4469,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01014664,Bristol
2015-12-03,2015551501489,402406.0,91298.0,-1.967281,50.721302,55,3,2,1,5,17:23,643,E06000029,3,350,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01015466,
2015-12-03,201550CB2G005,256662.0,135808.0,-4.048709,51.103602,50,3,2,1,5,18:00,582,E10000008,4,3230,6,60,6,4,6,0,0,0,6,5,2,0,0,2,1,E01020127,North Devon
2015-12-03,2015551501630,365613.0,89371.0,-2.488304,50.702954,55,3,1,2,5,01:44,645,E10000009,5,53,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01020549,
2015-12-03,2015551501518,409692.0,91635.0,-1.864058,50.724259,55,3,1,1,5,19:30,640,E06000028,4,3066,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01015287,
2015-12-03,2015210035042,386615.0,352225.0,-2.201203,53.067094,21,3,2,2,5,18:05,257,E06000021,3,527,6,40,1,4,6,0,0,0,1,2,2,0,0,2,1,E01014359,Stoke-on-Trent
2015-12-03,2015160C07281,503816.0,429657.0,-0.426995,53.752947,16,3,2,1,5,16:00,231,E06000011,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013115,
2015-12-03,201543P049125,451118.0,207403.0,-1.260712,51.762984,43,2,2,1,5,17:45,482,E10000025,3,4165,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01033282,Oxford
2015-12-03,2015210035371,424222.0,322888.0,-1.642156,52.803008,21,3,2,1,5,13:56,251,E10000028,4,5017,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01032896,East Staffordshire
2015-12-03,20154100D0662,508445.0,208853.0,-0.429851,51.767861,41,3,2,2,5,18:15,431,E10000015,6,91,6,30,6,4,6,521,0,0,6,2,2,0,0,2,1,E01023346,Dacorum
2015-12-03,2015210035074,389032.0,347064.0,-2.164956,53.020757,21,3,2,1,5,08:05,257,E06000021,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01014231,Stoke-on-Trent
2015-12-03,201504WD15216,332320.0,443510.0,-3.031096,53.883344,4,3,3,4,5,16:00,85,E10000017,6,0,6,30,6,4,6,0,0,0,4,5,2,0,0,1,1,E01025554,Wyre
2015-12-03,201534WD31365,453438.0,253106.0,-1.220001,52.173634,34,3,2,2,5,15:00,381,E10000021,6,6108,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01027028,
2015-12-03,2015210035114,415466.0,312062.0,-1.77254,52.706008,21,3,3,1,5,08:55,252,E10000028,3,38,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01029477,Lichfield
2015-12-03,201501RY10481,547000.0,170380.0,0.112418,51.413389,1,3,2,1,5,12:45,18,E09000004,3,20,7,30,1,4,3,224,0,0,1,1,1,0,0,2,1,E01000386,London
2015-12-03,201501KF60996,538860.0,185210.0,0.001272,51.548702,1,3,2,1,5,08:25,17,E09000025,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01003616,London
2015-12-03,20154100D0686,505136.0,206239.0,-0.478575,51.744997,41,2,2,1,5,19:56,431,E10000015,6,975,6,30,3,4,6,727,0,0,4,2,2,0,0,2,1,E01023398,Dacorum
2015-12-03,201514K308015,438781.0,388362.0,-1.418332,53.390678,14,3,2,1,5,13:45,215,E08000019,4,6085,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01007905,Sheffield
2015-12-03,2015420035169,613334.0,215988.0,1.09275,51.80182,42,2,1,1,5,20:20,461,E10000012,4,1027,6,40,3,4,6,0,0,0,6,2,2,0,0,2,1,E01022047,
2015-12-03,201514K307215,431632.0,385423.0,-1.526117,53.364737,14,2,1,1,5,08:20,215,E08000019,6,0,6,30,3,3,6,0,0,0,1,2,2,0,0,1,1,E01007865,Sheffield
2015-12-03,201514K307815,434117.0,387522.0,-1.48855,53.383449,14,3,2,1,5,17:30,215,E08000019,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01008068,Sheffield
2015-12-03,2015210035082,420938.0,305877.0,-1.691946,52.650225,21,3,2,1,5,16:33,258,E10000028,5,47,6,30,6,4,5,370,0,0,4,2,2,0,0,1,1,E01029852,Tamworth
2015-12-03,2015551501491,407942.0,91449.0,-1.888854,50.722612,55,3,2,1,5,17:08,640,E06000028,3,338,1,40,1,4,4,3066,0,0,4,2,2,0,0,1,1,E01033242,
2015-12-03,20154100D0630,507173.0,209194.0,-0.448172,51.771171,41,3,2,1,5,10:40,431,E10000015,4,487,6,40,8,4,-1,-1,0,0,1,1,1,0,0,1,1,E01023395,Dacorum
2015-12-03,201501RY10463,546480.0,175820.0,0.107194,51.462405,1,3,1,1,5,16:50,18,E09000004,3,207,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01000414,London
2015-12-03,2015160C07271,505925.0,437593.0,-0.3923,53.823824,16,3,3,3,5,13:00,231,E06000011,3,1174,6,30,8,4,6,0,0,0,1,1,2,0,0,2,1,E01013039,
2015-12-03,2015210034714,412885.0,310129.0,-1.810813,52.688699,21,3,1,1,5,15:15,252,E10000028,6,3370,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01029524,Lichfield
2015-12-03,20154100C1101,510987.0,198277.0,-0.396395,51.672311,41,3,2,1,5,11:00,437,E10000015,3,412,6,30,6,2,6,512,0,5,1,1,1,0,0,1,2,E01023858,Watford
2015-12-03,2015200034901,404470.0,285728.0,-1.935627,52.469472,20,3,2,1,5,08:00,300,E08000025,6,0,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,E01008991,Birmingham
2015-12-03,2015210034716,393064.0,322440.0,-2.104314,52.799474,21,3,2,1,5,16:20,255,E10000028,3,34,6,30,3,4,6,19,0,0,7,1,1,0,0,1,2,E01029699,Stafford
2015-12-03,201501KF60945,541060.0,182180.0,0.031766,51.52093,1,2,2,1,5,08:45,17,E09000025,3,112,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003601,London
2015-12-03,201501LX59052,531420.0,178010.0,-0.108647,51.485779,1,3,2,1,5,08:43,9,E09000022,3,3,6,30,3,4,3,3,0,1,1,1,1,0,0,1,1,E01003107,London
2015-12-03,201504EF15359,384230.0,433200.0,-2.24088,53.794867,4,3,1,1,5,17:10,72,E10000017,3,682,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,E01024877,Burnley
2015-12-03,2015551501652,408599.0,93368.0,-1.879503,50.73986,55,2,2,1,5,18:16,640,E06000028,5,321,6,30,6,2,3,3049,0,0,4,1,1,0,0,1,1,E01015346,
2015-12-03,2015210036450,398750.0,308411.0,-2.019922,52.673403,21,3,2,1,5,19:10,250,E10000028,3,460,6,50,1,4,3,5,0,0,4,2,2,0,0,1,2,E01029395,Cannock Chase
2015-12-03,201511NH25135,419848.0,552424.0,-1.692286,54.866205,11,3,1,1,5,15:48,169,E06000047,4,6532,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01020673,
2015-12-03,2015100778915,435260.0,567949.0,-1.450271,55.004865,10,3,2,1,5,15:15,148,E08000022,5,212,6,30,1,4,3,1149,0,0,1,2,2,0,0,1,1,E01008544,North Tyneside
2015-12-03,2015551501505,356574.0,98000.0,-2.617314,50.779941,55,3,2,1,5,13:42,645,E10000009,5,44,6,60,0,-1,-1,0,0,0,1,1,2,7,0,2,1,E01020534,
2015-12-03,201501WW51012,524080.0,175450.0,-0.215201,51.464429,1,3,2,1,5,15:05,10,E09000032,3,219,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004609,London
2015-12-03,201506A009208,388260.0,396690.0,-2.178311,53.466817,6,2,2,1,5,12:53,102,E08000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005186,Manchester
2015-12-03,2015220035920,403779.0,266263.0,-1.946012,52.294484,22,3,2,1,5,17:00,274,E10000034,6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,2,E01032258,
2015-12-03,2015210035517,389672.0,324459.0,-2.154688,52.817568,21,3,2,1,5,21:05,255,E10000028,1,6,9,70,0,-1,-1,0,0,0,6,2,2,-1,0,2,2,E01029752,Stafford
2015-12-03,2015210034910,410236.0,310671.0,-1.849986,52.693627,21,3,2,1,5,06:35,252,E10000028,3,51,6,40,0,-1,-1,0,0,8,4,2,2,0,0,1,2,E01029511,Lichfield
2015-12-03,2015210034740,417690.0,314955.0,-1.73947,52.731947,21,3,2,1,5,17:15,252,E10000028,3,38,3,70,0,-1,-1,0,0,0,4,2,2,-1,0,2,2,E01029478,Lichfield
2015-12-03,2015120214307,462370.0,431811.0,-1.05501,53.778903,12,3,2,1,5,15:09,187,E10000023,6,858,6,30,3,4,6,1183,0,0,1,1,2,0,0,1,1,E01027910,Selby
2015-12-03,201534WD31375,465031.0,273380.0,-1.046601,52.354636,34,3,2,1,5,11:45,381,E10000021,5,31,6,60,3,4,6,6161,0,0,1,1,2,0,0,2,1,E01027027,
2015-12-03,201504WB15438,345390.0,463730.0,-2.83592,54.066599,4,2,1,1,5,11:25,76,E10000017,4,5321,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01025164,Lancaster
2015-12-03,201501KG70590,544790.0,183180.0,0.085901,51.528973,1,3,2,1,5,11:30,16,E09000002,3,13,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000092,London
2015-12-03,2015520508664,379045.0,147325.0,-2.301459,51.224728,52,3,2,1,5,13:30,606,E10000027,3,362,6,60,3,3,3,361,0,0,1,1,1,0,0,2,2,E01029053,Mendip
2015-12-03,201543P186125,458639.0,222274.0,-1.149232,51.895938,43,3,2,1,5,20:50,481,E10000025,4,4100,1,30,2,4,6,0,0,0,4,2,2,0,0,1,1,E01028468,Cherwell
2015-12-03,2015420034411,587992.0,186911.0,0.71003,51.549765,42,3,2,2,5,16:00,460,E06000033,4,1015,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01015861,Southend-on-Sea
2015-12-03,2015440420499,446289.0,145325.0,-1.338797,51.205267,44,3,2,1,5,17:26,490,E10000014,3,34,3,70,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01022564,Basingstoke and Deane
2015-12-03,2015075361435,358319.0,390719.0,-2.628512,53.411625,7,3,2,1,5,09:15,128,E06000007,3,574,1,30,1,4,6,0,0,8,1,9,2,0,0,2,2,E01012563,
2015-12-03,2015200035894,412068.0,290747.0,-1.8236,52.514478,20,3,2,1,5,17:09,300,E08000025,6,0,3,40,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01009102,Birmingham
2015-12-03,2015120214357,449695.0,464717.0,-1.241996,54.07599,12,3,2,1,5,16:25,181,E10000023,5,87,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01027634,Hambleton
2015-12-03,2015075361336,387888.0,373628.0,-2.183023,53.259514,7,3,2,1,5,17:20,129,E06000049,3,537,6,40,6,4,6,0,0,0,6,5,2,0,0,2,1,E01018597,
2015-12-03,2015120214746,418166.0,497790.0,-1.721858,54.375294,12,3,1,1,5,17:10,184,E10000023,3,6136,6,30,3,4,6,1189,0,4,4,5,2,0,0,1,2,E01027754,Richmondshire
2015-12-03,20154100E0577,524070.0,223834.0,-0.198166,51.899247,41,3,2,4,5,13:00,435,E10000015,6,302,6,40,1,4,3,602,0,7,1,2,2,0,0,1,2,E01023758,Stevenage
2015-12-03,201543P021125,459156.0,222604.0,-1.141663,51.89885,43,3,2,1,5,08:25,481,E10000025,6,129,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01028467,Cherwell
2015-12-03,2015075360638,376224.0,377389.0,-2.358152,53.292923,7,3,1,1,5,06:45,129,E06000049,6,0,6,30,0,-1,-1,0,0,0,6,2,2,0,0,1,1,E01018607,
2015-12-03,2015200035378,404715.0,280769.0,-1.932089,52.424888,20,3,1,1,5,16:30,300,E08000025,6,0,6,30,3,4,6,0,0,0,7,8,-1,0,0,1,2,E01008951,Birmingham
2015-12-03,2015420034338,551858.0,236566.0,0.211034,52.00676,42,2,2,2,5,07:02,463,E10000012,4,1383,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1,E01022071,Uttlesford
2015-12-03,2015075361311,351390.0,382749.0,-2.731514,53.339397,7,3,1,1,5,17:20,124,E06000006,3,533,3,40,0,-1,-1,0,0,0,4,5,2,0,0,1,2,E01012431,
2015-12-03,2015075361281,353125.0,382492.0,-2.70542,53.337244,7,3,1,1,5,16:30,124,E06000006,5,2017,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01012404,
2015-12-03,2015440420497,469300.0,107327.0,-1.016714,50.861309,44,3,3,1,5,17:15,495,E10000014,2,3,3,70,5,4,2,3,0,0,6,1,2,0,0,2,1,E01022949,
2015-12-03,2015200035897,408488.0,285061.0,-1.876497,52.463428,20,2,2,1,5,20:30,300,E08000025,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,E01009367,Birmingham
2015-12-03,2015200035902,407404.0,285816.0,-1.892435,52.470231,20,3,2,2,5,05:15,300,E08000025,6,0,6,30,0,-1,-1,0,0,0,4,9,2,0,0,1,2,E01009378,Birmingham
2015-12-03,201501PY20847,547920.0,166120.0,0.123863,51.374872,1,3,1,1,5,16:18,19,E09000006,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000789,London
2015-12-03,2015075361073,364083.0,353493.0,-2.537591,53.077448,7,3,2,1,5,14:00,129,E06000049,6,0,6,60,0,-1,-1,0,0,0,1,8,2,0,0,2,1,E01018444,
2015-12-03,201501PL61040,538410.0,171660.0,-0.010522,51.427052,1,2,1,1,5,14:45,7,E09000023,3,21,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01003241,London
2015-12-03,2015075361455,360047.0,388320.0,-2.602213,53.390196,7,3,1,1,5,19:00,128,E06000007,6,0,6,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,E01033302,
2015-12-03,2015075361466,362527.0,391091.0,-2.565255,53.415285,7,3,2,1,5,20:00,128,E06000007,5,1018,1,30,1,4,6,0,0,8,7,5,2,0,0,1,1,E01012540,
2015-12-03,2015120214781,459964.0,451271.0,-1.08772,53.954067,12,3,2,1,5,08:20,189,E06000014,3,1036,6,30,3,4,6,7010,0,4,1,1,2,0,0,1,2,E01013416,York
2015-12-03,2015200035836,395083.0,290614.0,-2.073883,52.513391,20,3,1,1,5,21:00,300,E08000025,6,0,6,30,0,-1,-1,0,0,1,4,2,2,0,0,1,2,E01009892,
2015-12-03,201501KG70621,544870.0,183800.0,0.087309,51.534523,1,3,2,1,5,18:30,16,E09000002,3,123,6,30,6,4,5,0,0,4,4,1,1,0,0,1,2,E01000050,London
